enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
2169,city_67,0.855,,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Early Stage Startup,1,39,0.0
21693,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,36,0.0
11354,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,25,0.0
13566,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,,2,14,1.0
14102,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,,4,40,0.0
21574,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,15,0.0
33046,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57,0.0
12859,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Funded Startup,1,129,0.0
3508,city_173,0.878,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,98,0.0
4469,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,11,1.0
8503,city_74,0.579,Male,No relevent experience,Full time course,High School,,2,,,never,158,0.0
202,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,78,0.0
32926,city_104,0.924,Female,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,4,81,0.0
5234,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,11,1.0
5221,city_10,0.895,Male,Has relevent experience,,,,>20,,,>4,146,0.0
25382,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,10,10000+,Pvt Ltd,4,45,1.0
19960,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,6,0.0
14527,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,5,1.0
21069,city_149,0.6890000000000001,,No relevent experience,Full time course,High School,,3,,,,26,1.0
20193,city_103,0.92,Male,No relevent experience,Full time course,High School,,10,,,1,32,1.0
11980,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,15,,,1,46,1.0
30243,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,never,43,1.0
14986,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,High School,,>20,10/49,Pvt Ltd,never,69,0.0
17222,city_102,0.804,Male,Has relevent experience,no_enrollment,High School,,12,,Pvt Ltd,1,20,0.0
13731,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,,1,99,0.0
13439,city_100,0.887,Male,Has relevent experience,,Graduate,STEM,>20,500-999,Pvt Ltd,>4,4,0.0
22923,city_104,0.924,Male,No relevent experience,Full time course,,,6,,,2,21,0.0
1356,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,15,1.0
23551,city_114,0.9259999999999999,,No relevent experience,Full time course,High School,,9,,,1,48,0.0
6110,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,74,1.0
11738,city_100,0.887,Male,Has relevent experience,Full time course,High School,,10,,,1,78,0.0
2102,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Early Stage Startup,2,44,0.0
12176,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,114,0.0
32124,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,High School,,19,<10,Pvt Ltd,1,26,0.0
1516,city_41,0.8270000000000001,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,,1,56,0.0
9631,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,never,62,1.0
3522,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,2,106,0.0
15084,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,67,0.0
32528,city_128,0.527,,No relevent experience,no_enrollment,High School,,3,,,never,34,0.0
11337,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,9,,,never,37,0.0
28301,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,161,0.0
4229,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,30,0.0
8541,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,,77,0.0
23178,city_103,0.92,,No relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,100,0.0
20643,city_64,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,never,22,0.0
10666,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,No Major,19,10000+,Pvt Ltd,never,18,0.0
6336,city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,23,0.0
19510,city_36,0.893,,Has relevent experience,Part time course,Graduate,STEM,11,,,1,52,0.0
2733,city_16,0.91,,No relevent experience,no_enrollment,,,2,,Pvt Ltd,never,30,0.0
27264,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,80,0.0
7676,city_149,0.6890000000000001,,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Funded Startup,3,84,0.0
12466,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,2,64,0.0
8301,city_43,0.516,,Has relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,32,0.0
10991,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,15,1.0
7252,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,2,,,1,42,1.0
18303,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,3,,,,22,1.0
7675,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,2,96,1.0
8898,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,4,31,0.0
22735,city_126,0.479,,Has relevent experience,Full time course,Phd,STEM,>20,10000+,Pvt Ltd,>4,44,0.0
3093,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,,,>4,157,0.0
11259,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,4,23,0.0
733,city_53,0.74,Male,Has relevent experience,Part time course,Graduate,STEM,14,,Pvt Ltd,>4,12,0.0
27932,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,52,0.0
7153,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,8,10/49,Early Stage Startup,1,19,0.0
10870,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,25,1.0
16114,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,7,0.0
32158,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,3,81,0.0
22048,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,105,0.0
14707,city_64,0.6659999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,18,0.0
4678,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,Other,>20,<10,Early Stage Startup,2,28,0.0
10070,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,3,12,0.0
18571,city_21,0.624,Female,Has relevent experience,,Masters,STEM,7,50-99,Pvt Ltd,1,12,1.0
16340,city_65,0.802,,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,never,64,0.0
18026,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Primary School,,7,,,never,50,0.0
10541,city_21,0.624,,Has relevent experience,,Graduate,STEM,2,,,2,43,1.0
10036,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,10,,Public Sector,>4,112,1.0
2792,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,44,0.0
162,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,3,28,0.0
5070,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,15,0.0
10530,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,88,0.0
22378,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,,,>20,,,never,94,0.0
20865,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,56,0.0
7344,city_104,0.924,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,314,0.0
6789,city_141,0.763,Male,No relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,44,0.0
12839,city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Primary School,,<1,,,never,7,0.0
30306,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,9,0.0
16274,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,88,1.0
13694,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,105,0.0
12232,city_26,0.698,Male,Has relevent experience,,Graduate,STEM,14,50-99,Pvt Ltd,2,32,0.0
5154,city_160,0.92,Other,No relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,29,0.0
1272,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,50,0.0
26890,city_36,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,20,0.0
15515,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,NGO,1,114,0.0
11301,city_67,0.855,Female,No relevent experience,Full time course,Masters,STEM,10,,NGO,3,98,0.0
16516,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,94,1.0
32632,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,never,83,0.0
16778,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,1,500-999,Pvt Ltd,1,218,0.0
7423,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,34,1.0
2649,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,50,1.0
8063,city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,11,0.0
3936,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,32,1.0
17750,city_103,0.92,,No relevent experience,Full time course,,,5,10/49,,4,48,0.0
29305,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,High School,,14,<10,Pvt Ltd,>4,14,0.0
4190,city_75,0.9390000000000001,Male,Has relevent experience,Part time course,Masters,No Major,>20,,,>4,80,0.0
8775,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,328,0.0
29702,city_116,0.743,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7,0.0
23171,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,Public Sector,2,52,1.0
32035,city_13,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,38,0.0
11765,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,14,0.0
22347,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,1,44,0.0
19548,city_105,0.794,,Has relevent experience,no_enrollment,Graduate,Other,1,100-500,NGO,1,21,0.0
21037,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,14,,,2,76,1.0
3201,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,NGO,>4,54,0.0
17150,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,,never,56,0.0
23683,city_90,0.698,Female,No relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,51,0.0
27331,city_44,0.725,Male,No relevent experience,no_enrollment,Masters,STEM,8,,,2,10,1.0
21562,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Phd,STEM,15,50-99,Funded Startup,2,40,0.0
6960,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,33,0.0
21720,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,,Pvt Ltd,2,30,0.0
24059,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,39,0.0
19226,city_160,0.92,Male,No relevent experience,Full time course,High School,,2,50-99,,never,25,1.0
4083,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,9,<10,Pvt Ltd,>4,46,0.0
32154,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,14,0.0
14600,city_71,0.884,Other,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,141,0.0
2636,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,,,1,70,1.0
10987,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,6,500-999,Pvt Ltd,2,62,0.0
9286,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,43,0.0
31724,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,50-99,Pvt Ltd,>4,135,0.0
27742,city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,30,1.0
29059,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,,1,104,1.0
25451,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,134,0.0
32644,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,85,0.0
16755,city_36,0.893,,No relevent experience,Full time course,Graduate,STEM,7,,,never,39,0.0
23051,city_73,0.754,Male,Has relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,158,0.0
26905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,102,0.0
3290,city_79,0.698,Female,No relevent experience,,High School,,<1,,,>4,67,0.0
10409,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,84,0.0
24679,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,<10,Public Sector,1,43,1.0
7290,city_28,0.9390000000000001,,No relevent experience,Full time course,Graduate,STEM,2,,,1,94,0.0
622,city_67,0.855,,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,59,0.0
5468,city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,47,0.0
19809,city_100,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,23,0.0
15492,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,12,0.0
19828,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,96,1.0
15389,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,74,0.0
16133,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,9,,,1,22,0.0
26522,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,3,,,2,151,1.0
25240,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,NGO,1,59,0.0
28899,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,40,0.0
8,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,13,100-500,Funded Startup,2,12,0.0
15273,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,,,,,34,0.0
1005,city_73,0.754,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Funded Startup,2,47,0.0
19199,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,6,1.0
18623,city_128,0.527,Male,No relevent experience,Part time course,Graduate,Business Degree,4,,,1,35,0.0
11436,city_160,0.92,Male,No relevent experience,Full time course,,,11,,,1,46,0.0
12679,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,57,0.0
8046,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,>4,24,1.0
240,city_10,0.895,Male,No relevent experience,no_enrollment,High School,,7,,,>4,86,0.0
31302,city_173,0.878,Male,No relevent experience,Full time course,High School,,12,,,4,10,0.0
5860,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Funded Startup,3,30,0.0
32707,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,,1,28,0.0
9293,city_165,0.903,,Has relevent experience,Full time course,Masters,STEM,15,10000+,Pvt Ltd,1,224,0.0
5122,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,46,1.0
24520,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,,1,192,0.0
21184,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,9,0.0
5310,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,34,1.0
7241,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,2,18,0.0
8664,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,,>20,500-999,Pvt Ltd,>4,43,0.0
24686,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,13,,,never,256,0.0
28612,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,,1,59,0.0
31754,city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,33,0.0
22415,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,never,66,1.0
10797,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,82,0.0
10926,city_136,0.897,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,246,0.0
3934,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,100-500,Pvt Ltd,3,50,0.0
13331,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,85,0.0
25666,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,,1,2,0.0
17280,city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,1,18,1.0
32569,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,2,17,0.0
26081,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,152,1.0
16958,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,22,0.0
31667,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,1,,,1,24,1.0
27671,city_97,0.925,Male,Has relevent experience,no_enrollment,High School,,9,100-500,Pvt Ltd,1,68,0.0
890,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,57,1.0
25500,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,NGO,3,266,0.0
29697,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,1,48,0.0
6397,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,>4,43,0.0
4081,city_114,0.9259999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,5,1.0
17682,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,47,0.0
29774,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,65,0.0
10018,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,4,44,0.0
28242,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,31,0.0
22447,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,19,,,1,15,0.0
